chr10	5305576	5305635	novel:chr10_27498	41.5	-	5305576	5305635	0,0,0	1	59,	0,
chr10	25416000	25416061	novel:chr10_26328	223.8	+	25416000	25416061	0,0,0	1	61,	0,
chr10	30694252	30694339	novel:chr10_27666	32.0	-	30694252	30694339	0,0,0	1	87,	0,
chr10	40391408	40391467	novel:chr10_26431	365.3	+	40391408	40391467	0,0,0	1	59,	0,
chr10	60932705	60932764	novel:chr10_27842	36.5	-	60932705	60932764	0,0,0	1	59,	0,
chr10	77977609	77977663	novel:chr10_28005	782.3	-	77977609	77977663	0,0,0	1	54,	0,
chr10	78308351	78308408	novel:chr10_28024	384.9	-	78308351	78308408	0,0,0	1	57,	0,
chr10	79797827	79797878	novel:chr10_26772	139.4	+	79797827	79797878	0,0,0	1	51,	0,
chr10	79818869	79818927	novel:chr10_26776	37.1	+	79818869	79818927	0,0,0	1	58,	0,
chr10	81080440	81080498	novel:chr10_26873	133.3	+	81080440	81080498	0,0,0	1	58,	0,
chr10	81141905	81141967	novel:chr10_26882	232.2	+	81141905	81141967	0,0,0	1	62,	0,
chr10	81209994	81210052	novel:chr10_28166	951.0	-	81209994	81210052	0,0,0	1	58,	0,
chr10	81426569	81426628	novel:chr10_28180	154.6	-	81426569	81426628	0,0,0	1	59,	0,
chr10	81529701	81529763	novel:chr10_28188	433.7	-	81529701	81529763	0,0,0	1	62,	0,
chr10	82723463	82723527	novel:chr10_26966	58.3	+	82723463	82723527	0,0,0	1	64,	0,
chr10	90752699	90752757	novel:chr10_27058	450.3	+	90752699	90752757	0,0,0	1	58,	0,
chr10	95564266	95564340	novel:chr10_27109	115.4	+	95564266	95564340	0,0,0	1	74,	0,
chr10	108504645	108504695	novel:chr10_28405	308.1	-	108504645	108504695	0,0,0	1	50,	0,
chr11	3357698	3357756	novel:chr11_30638	59.0	-	3357698	3357756	0,0,0	1	58,	0,
chr11	20706947	20707007	novel:chr11_30803	45.1	-	20706947	20707007	0,0,0	1	60,	0,
chr11	20706951	20707011	novel:chr11_28760	24.7	+	20706951	20707011	0,0,0	1	60,	0,
chr11	29524017	29524090	novel:chr11_30873	70.3	-	29524017	29524090	0,0,0	1	73,	0,
chr11	36104077	36104139	novel:chr11_30930	37.0	-	36104077	36104139	0,0,0	1	62,	0,
chr11	49969051	49969109	novel:chr11_29022	76.7	+	49969051	49969109	0,0,0	1	58,	0,
chr11	51856715	51856778	novel:chr11_31073	196.4	-	51856715	51856778	0,0,0	1	63,	0,
chr11	51916172	51916230	novel:chr11_31079	335.7	-	51916172	51916230	0,0,0	1	58,	0,
chr11	60804641	60804700	novel:chr11_29278	1479.5	+	60804641	60804700	0,0,0	1	59,	0,
chr11	62886766	62886834	novel:chr11_29337	127.2	+	62886766	62886834	0,0,0	1	68,	0,
chr11	65924344	65924408	novel:chr11_31330	870.8	-	65924344	65924408	0,0,0	1	64,	0,
chr11	75308245	75308299	novel:chr11_31541	23.6	-	75308245	75308299	0,0,0	1	54,	0,
chr11	77766654	77766723	novel:chr11_29680	658.3	+	77766654	77766723	0,0,0	1	69,	0,
chr11	77977954	77978015	novel:chr11_29686	524.5	+	77977954	77978015	0,0,0	1	61,	0,
chr11	81941166	81941225	novel:chr11_31661	123.2	-	81941166	81941225	0,0,0	1	59,	0,
chr11	82388794	82388852	novel:chr11_31668	27.1	-	82388794	82388852	0,0,0	1	58,	0,
chr11	86584084	86584143	novel:chr11_29826	49.2	+	86584084	86584143	0,0,0	1	59,	0,
chr11	96850399	96850457	novel:chr11_31858	60.7	-	96850399	96850457	0,0,0	1	58,	0,
chr11	98748670	98748727	novel:chr11_30127	13.0	+	98748670	98748727	0,0,0	1	57,	0,
chr11	100480830	100480890	novel:chr11_30173	180.0	+	100480830	100480890	0,0,0	1	60,	0,
chr11	102887470	102887519	novel:chr11_32055	93.5	-	102887470	102887519	0,0,0	1	49,	0,
chr11	106051684	106051759	novel:chr11_30334	510.8	+	106051684	106051759	0,0,0	1	75,	0,
chr11	113490345	113490399	novel:chr11_32206	57.8	-	113490345	113490399	0,0,0	1	54,	0,
chr11	115283320	115283383	novel:chr11_32229	38.2	-	115283320	115283383	0,0,0	1	63,	0,
chr11	118806786	118806849	novel:chr11_32343	126.4	-	118806786	118806849	0,0,0	1	63,	0,
chr12	13245068	13245126	novel:chr12_33782	108.0	-	13245068	13245126	0,0,0	1	58,	0,
chr12	25099770	25099837	novel:chr12_33843	62.7	-	25099770	25099837	0,0,0	1	67,	0,
chr12	33262823	33262885	novel:chr12_32678	463.2	+	33262823	33262885	0,0,0	1	62,	0,
chr12	41274664	41274724	novel:chr12_33920	294.6	-	41274664	41274724	0,0,0	1	60,	0,
chr12	41274666	41274726	novel:chr12_32731	199.1	+	41274666	41274726	0,0,0	1	60,	0,
chr12	53530082	53530138	novel:chr12_32796	48.8	+	53530082	53530138	0,0,0	1	56,	0,
chr12	54066949	54067017	novel:chr12_32806	57.6	+	54066949	54067017	0,0,0	1	68,	0,
chr12	64973448	64973506	novel:chr12_32888	406.2	+	64973448	64973506	0,0,0	1	58,	0,
chr12	73969318	73969380	novel:chr12_32970	48.9	+	73969318	73969380	0,0,0	1	62,	0,
chr12	76766119	76766179	novel:chr12_32998	160.4	+	76766119	76766179	0,0,0	1	60,	0,
chr12	85484801	85484863	novel:chr12_34269	33.3	-	85484801	85484863	0,0,0	1	62,	0,
chr12	89811980	89812035	novel:chr12_34315	231.3	-	89811980	89812035	0,0,0	1	55,	0,
chr12	90735660	90735727	novel:chr12_34320	46.9	-	90735660	90735727	0,0,0	1	67,	0,
chr12	91648139	91648224	novel:chr12_34327	23.2	-	91648139	91648224	0,0,0	1	85,	0,
chr12	104837249	104837308	novel:chr12_34416	443.2	-	104837249	104837308	0,0,0	1	59,	0,
chr13	9494773	9494835	novel:chr13_34630	1167.9	+	9494773	9494835	0,0,0	1	62,	0,
chr13	18650655	18650717	novel:chr13_34694	186.1	+	18650655	18650717	0,0,0	1	62,	0,
chr13	24980056	24980117	novel:chr13_34921	3340.8	+	24980056	24980117	0,0,0	1	61,	0,
chr13	41351469	41351537	novel:chr13_35003	48.1	+	41351469	41351537	0,0,0	1	68,	0,
chr13	44444341	44444400	novel:chr13_36043	27.6	-	44444341	44444400	0,0,0	1	59,	0,
chr13	46826781	46826847	novel:chr13_36070	54.3	-	46826781	46826847	0,0,0	1	66,	0,
chr13	49036761	49036803	novel:chr13_36103	136.3	-	49036761	49036803	0,0,0	1	42,	0,
chr13	54143442	54143519	novel:chr13_36147	23.7	-	54143442	54143519	0,0,0	1	77,	0,
chr13	55320995	55321072	novel:chr13_36177	47.2	-	55320995	55321072	0,0,0	1	77,	0,
chr13	55701546	55701604	novel:chr13_35196	34.0	+	55701546	55701604	0,0,0	1	58,	0,
chr13	60671264	60671337	novel:chr13_36261	26.9	-	60671264	60671337	0,0,0	1	73,	0,
chr13	62543206	62543265	novel:chr13_36269	1476.4	-	62543206	62543265	0,0,0	1	59,	0,
chr13	73329792	73329847	novel:chr13_35309	41.5	+	73329792	73329847	0,0,0	1	55,	0,
chr13	78115835	78115892	novel:chr13_35345	50.3	+	78115835	78115892	0,0,0	1	57,	0,
chr13	83738818	83738876	novel:chr13_36431	603.5	-	83738818	83738876	0,0,0	1	58,	0,
chr13	88861796	88861851	novel:chr13_35415	69.5	+	88861796	88861851	0,0,0	1	55,	0,
chr13	104817965	104818023	novel:chr13_35560	180.9	+	104817965	104818023	0,0,0	1	58,	0,
chr14	16443942	16443997	novel:chr14_37644	30.7	-	16443942	16443997	0,0,0	1	55,	0,
chr14	18754765	18754828	novel:chr14_37661	146.1	-	18754765	18754828	0,0,0	1	63,	0,
chr14	19965343	19965432	novel:chr14_37671	49.2	-	19965343	19965432	0,0,0	1	89,	0,
chr14	20392547	20392608	novel:chr14_37684	140.8	-	20392547	20392608	0,0,0	1	61,	0,
chr14	25377350	25377411	novel:chr14_37729	47.1	-	25377350	25377411	0,0,0	1	61,	0,
chr14	27220289	27220344	novel:chr14_36865	115.4	+	27220289	27220344	0,0,0	1	55,	0,
chr14	31128250	31128312	novel:chr14_36897	64.2	+	31128250	31128312	0,0,0	1	62,	0,
chr14	54949074	54949130	novel:chr14_37101	11707.0	+	54949074	54949130	0,0,0	1	56,	0,
chr14	56866219	56866284	novel:chr14_37139	47.2	+	56866219	56866284	0,0,0	1	65,	0,
chr14	63150291	63150348	novel:chr14_38076	267.0	-	63150291	63150348	0,0,0	1	57,	0,
chr14	64591591	64591655	novel:chr14_37252	184.7	+	64591591	64591655	0,0,0	1	64,	0,
chr14	66801503	66801564	novel:chr14_38107	62.3	-	66801503	66801564	0,0,0	1	61,	0,
chr14	69356928	69356993	novel:chr14_37296	418.1	+	69356928	69356993	0,0,0	1	65,	0,
chr14	69575178	69575243	novel:chr14_37300	418.1	+	69575178	69575243	0,0,0	1	65,	0,
chr14	78525845	78525906	novel:chr14_38248	49.4	-	78525845	78525906	0,0,0	1	61,	0,
chr14	93136025	93136091	novel:chr14_38318	37.7	-	93136025	93136091	0,0,0	1	66,	0,
chr15	12490717	12490776	novel:chr15_39505	427.9	-	12490717	12490776	0,0,0	1	59,	0,
chr15	57870703	57870763	novel:chr15_39762	35.1	-	57870703	57870763	0,0,0	1	60,	0,
chr15	68926842	68926905	novel:chr15_39833	90.7	-	68926842	68926905	0,0,0	1	63,	0,
chr15	77185761	77185820	novel:chr15_39984	20.5	-	77185761	77185820	0,0,0	1	59,	0,
chr15	77826501	77826562	novel:chr15_39989	54.9	-	77826501	77826562	0,0,0	1	61,	0,
chr15	78146283	78146342	novel:chr15_38960	154.1	+	78146283	78146342	0,0,0	1	59,	0,
chr15	79660985	79661043	novel:chr15_38995	15.2	+	79660985	79661043	0,0,0	1	58,	0,
chr15	79828979	79829045	novel:chr15_40057	385.9	-	79828979	79829045	0,0,0	1	66,	0,
chr15	82889189	82889248	novel:chr15_40121	140.8	-	82889189	82889248	0,0,0	1	59,	0,
chr15	82889191	82889250	novel:chr15_39120	92.3	+	82889191	82889250	0,0,0	1	59,	0,
chr15	89294503	89294580	novel:chr15_40231	78.3	-	89294503	89294580	0,0,0	1	77,	0,
chr15	95488968	95489024	novel:chr15_40280	533.7	-	95488968	95489024	0,0,0	1	56,	0,
chr16	4096588	4096645	novel:chr16_41329	43.3	-	4096588	4096645	0,0,0	1	57,	0,
chr16	6563957	6564016	novel:chr16_40520	1546.3	+	6563957	6564016	0,0,0	1	59,	0,
chr16	8714281	8714344	novel:chr16_41380	26.6	-	8714281	8714344	0,0,0	1	63,	0,
chr16	14467756	14467824	novel:chr16_40606	36.2	+	14467756	14467824	0,0,0	1	68,	0,
chr16	18204038	18204101	novel:chr16_41520	129.6	-	18204038	18204101	0,0,0	1	63,	0,
chr16	18228065	18228130	novel:chr16_41523	107.0	-	18228065	18228130	0,0,0	1	65,	0,
chr16	37654743	37654815	novel:chr16_40932	25.3	+	37654743	37654815	0,0,0	1	72,	0,
chr16	52203460	52203518	novel:chr16_41032	42.3	+	52203460	52203518	0,0,0	1	58,	0,
chr16	57610786	57610846	novel:chr16_41056	56.5	+	57610786	57610846	0,0,0	1	60,	0,
chr16	88376968	88377020	novel:chr16_41175	21.0	+	88376968	88377020	0,0,0	1	52,	0,
chr17	6821396	6821456	novel:chr17_43384	45.1	-	6821396	6821456	0,0,0	1	60,	0,
chr17	17447521	17447577	novel:chr17_42263	39.8	+	17447521	17447577	0,0,0	1	56,	0,
chr17	25104676	25104727	novel:chr17_43655	139.6	-	25104676	25104727	0,0,0	1	51,	0,
chr17	25744797	25744850	novel:chr17_42456	111.6	+	25744797	25744850	0,0,0	1	53,	0,
chr17	26948060	26948116	novel:chr17_42531	9309.6	+	26948060	26948116	0,0,0	1	56,	0,
chr17	28290723	28290776	novel:chr17_42573	20.4	+	28290723	28290776	0,0,0	1	53,	0,
chr17	28329074	28329133	novel:chr17_42575	28.2	+	28329074	28329133	0,0,0	1	59,	0,
chr17	34628973	34629024	novel:chr17_42690	118.2	+	34628973	34629024	0,0,0	1	51,	0,
chr17	35116426	35116505	novel:chr17_43944	39.7	-	35116426	35116505	0,0,0	1	79,	0,
chr17	35957056	35957121	novel:chr17_43982	19.5	-	35957056	35957121	0,0,0	1	65,	0,
chr17	36313905	36313969	novel:chr17_43996	55.0	-	36313905	36313969	0,0,0	1	64,	0,
chr17	56358573	56358637	novel:chr17_43023	1047.8	+	56358573	56358637	0,0,0	1	64,	0,
chr17	56749643	56749707	novel:chr17_44186	1051.5	-	56749643	56749707	0,0,0	1	64,	0,
chr17	57047360	57047415	novel:chr17_44202	28.7	-	57047360	57047415	0,0,0	1	55,	0,
chr17	73538428	73538489	novel:chr17_43165	74.2	+	73538428	73538489	0,0,0	1	61,	0,
chr17	80194911	80194969	novel:chr17_44350	2087.4	-	80194911	80194969	0,0,0	1	58,	0,
chr17	87317528	87317580	novel:chr17_43289	664.5	+	87317528	87317580	0,0,0	1	52,	0,
chr18	22870718	22870776	novel:chr18_45395	25.4	-	22870718	22870776	0,0,0	1	58,	0,
chr18	23472075	23472133	novel:chr18_44614	32.9	+	23472075	23472133	0,0,0	1	58,	0,
chr18	37754305	37754367	novel:chr18_44803	128.2	+	37754305	37754367	0,0,0	1	62,	0,
chr18	38515526	38515588	novel:chr18_44847	1751.4	+	38515526	38515588	0,0,0	1	62,	0,
chr18	64911386	64911448	novel:chr18_45771	142.5	-	64911386	64911448	0,0,0	1	62,	0,
chr18	80841807	80841867	novel:chr18_45870	34.7	-	80841807	80841867	0,0,0	1	60,	0,
chr18	82561909	82561976	novel:chr18_45202	41.7	+	82561909	82561976	0,0,0	1	67,	0,
chr19	3850765	3850816	novel:chr19_46711	165.3	-	3850765	3850816	0,0,0	1	51,	0,
chr19	4176156	4176219	novel:chr19_45956	123.6	+	4176156	4176219	0,0,0	1	63,	0,
chr19	5153882	5153946	novel:chr19_46797	33.0	-	5153882	5153946	0,0,0	1	64,	0,
chr19	5415628	5415687	novel:chr19_46804	32.8	-	5415628	5415687	0,0,0	1	59,	0,
chr19	6070824	6070886	novel:chr19_46899	21.1	-	6070824	6070886	0,0,0	1	62,	0,
chr19	6134800	6134861	novel:chr19_46904	255.0	-	6134800	6134861	0,0,0	1	61,	0,
chr19	7086639	7086698	novel:chr19_46109	221.3	+	7086639	7086698	0,0,0	1	59,	0,
chr19	10902902	10902970	novel:chr19_46222	25.6	+	10902902	10902970	0,0,0	1	68,	0,
chr19	13055049	13055087	novel:chr19_46276	1023.5	+	13055049	13055087	0,0,0	1	38,	0,
chr19	40398384	40398471	novel:chr19_47220	29.7	-	40398384	40398471	0,0,0	1	87,	0,
chr19	45642113	45642173	novel:chr19_47286	89.6	-	45642113	45642173	0,0,0	1	60,	0,
chr19	46163458	46163522	novel:chr19_46582	450.0	+	46163458	46163522	0,0,0	1	64,	0,
chr19	58226323	58226380	novel:chr19_46674	32.9	+	58226323	58226380	0,0,0	1	57,	0,
chr19	59470249	59470312	novel:chr19_46682	71.9	+	59470249	59470312	0,0,0	1	63,	0,
chr2	3514494	3514549	novel:chr2_3048	40.4	+	3514494	3514549	0,0,0	1	55,	0,
chr2	11595011	11595071	novel:chr2_5149	26.3	-	11595011	11595071	0,0,0	1	60,	0,
chr2	27467176	27467232	novel:chr2_5345	50.8	-	27467176	27467232	0,0,0	1	56,	0,
chr2	28569104	28569161	novel:chr2_5357	102.8	-	28569104	28569161	0,0,0	1	57,	0,
chr2	30676901	30676964	novel:chr2_3459	25.5	+	30676901	30676964	0,0,0	1	63,	0,
chr2	31045142	31045201	novel:chr2_5416	551.2	-	31045142	31045201	0,0,0	1	59,	0,
chr2	32184396	32184457	novel:chr2_3513	92.4	+	32184396	32184457	0,0,0	1	61,	0,
chr2	32589383	32589446	novel:chr2_3559	87.2	+	32589383	32589446	0,0,0	1	63,	0,
chr2	37739177	37739254	novel:chr2_3644	25.5	+	37739177	37739254	0,0,0	1	77,	0,
chr2	38571380	38571444	novel:chr2_3650	32.2	+	38571380	38571444	0,0,0	1	64,	0,
chr2	65846245	65846308	novel:chr2_3814	27.6	+	65846245	65846308	0,0,0	1	63,	0,
chr2	68214574	68214632	novel:chr2_5666	55.3	-	68214574	68214632	0,0,0	1	58,	0,
chr2	68427387	68427445	novel:chr2_5667	227.4	-	68427387	68427445	0,0,0	1	58,	0,
chr2	73638293	73638351	novel:chr2_5712	138.6	-	73638293	73638351	0,0,0	1	58,	0,
chr2	83812935	83812993	novel:chr2_3969	13.1	+	83812935	83812993	0,0,0	1	58,	0,
chr2	84741117	84741180	novel:chr2_3987	321.4	+	84741117	84741180	0,0,0	1	63,	0,
chr2	84743610	84743655	novel:chr2_3989	33.2	+	84743610	84743655	0,0,0	1	45,	0,
chr2	91162632	91162693	novel:chr2_5874	354.2	-	91162632	91162693	0,0,0	1	61,	0,
chr2	91649811	91649864	novel:chr2_5882	37.6	-	91649811	91649864	0,0,0	1	53,	0,
chr2	106070053	106070110	novel:chr2_4174	690.5	+	106070053	106070110	0,0,0	1	57,	0,
chr2	110885163	110885224	novel:chr2_6005	29.3	-	110885163	110885224	0,0,0	1	61,	0,
chr2	121585983	121586051	novel:chr2_6126	62.6	-	121585983	121586051	0,0,0	1	68,	0,
chr2	127541760	127541823	novel:chr2_6196	62.6	-	127541760	127541823	0,0,0	1	63,	0,
chr2	127541765	127541825	novel:chr2_4429	220.0	+	127541765	127541825	0,0,0	1	60,	0,
chr2	131558821	131558883	novel:chr2_6273	65.2	-	131558821	131558883	0,0,0	1	62,	0,
chr2	132305081	132305139	novel:chr2_4522	74.2	+	132305081	132305139	0,0,0	1	58,	0,
chr2	152943138	152943205	novel:chr2_6438	83.9	-	152943138	152943205	0,0,0	1	67,	0,
chr2	154633623	154633690	novel:chr2_6472	5125.7	-	154633623	154633690	0,0,0	1	67,	0,
chr2	155635139	155635220	novel:chr2_6495	93.3	-	155635139	155635220	0,0,0	1	81,	0,
chr2	161544428	161544504	novel:chr2_6572	38.4	-	161544428	161544504	0,0,0	1	76,	0,
chr2	169996147	169996205	novel:chr2_6709	29.3	-	169996147	169996205	0,0,0	1	58,	0,
chr2	181351720	181351783	novel:chr2_5053	28.0	+	181351720	181351783	0,0,0	1	63,	0,
chr2	181379690	181379760	novel:chr2_5055	141.5	+	181379690	181379760	0,0,0	1	70,	0,
chr3	20012004	20012062	novel:chr3_8319	17.0	-	20012004	20012062	0,0,0	1	58,	0,
chr3	67373897	67373948	novel:chr3_8570	68.3	-	67373897	67373948	0,0,0	1	51,	0,
chr3	88215610	88215670	novel:chr3_8717	618.4	-	88215610	88215670	0,0,0	1	60,	0,
chr3	88552516	88552591	novel:chr3_8747	94.0	-	88552516	88552591	0,0,0	1	75,	0,
chr3	88908908	88908967	novel:chr3_7489	110.2	+	88908908	88908967	0,0,0	1	59,	0,
chr3	89388961	89389025	novel:chr3_7515	61.3	+	89388961	89389025	0,0,0	1	64,	0,
chr3	98323937	98324012	novel:chr3_9017	32.8	-	98323937	98324012	0,0,0	1	75,	0,
chr3	105968005	105968059	novel:chr3_7857	38.6	+	105968005	105968059	0,0,0	1	54,	0,
chr3	107460953	107461018	novel:chr3_7884	33.6	+	107460953	107461018	0,0,0	1	65,	0,
chr3	118434743	118434803	novel:chr3_7956	109.0	+	118434743	118434803	0,0,0	1	60,	0,
chr3	122985660	122985721	novel:chr3_7983	123.8	+	122985660	122985721	0,0,0	1	61,	0,
chr3	131623143	131623209	novel:chr3_8046	31.4	+	131623143	131623209	0,0,0	1	66,	0,
chr4	25014768	25014828	novel:chr4_10989	40.2	-	25014768	25014828	0,0,0	1	60,	0,
chr4	32810312	32810374	novel:chr4_11016	779.6	-	32810312	32810374	0,0,0	1	62,	0,
chr4	41140170	41140232	novel:chr4_9659	480.7	+	41140170	41140232	0,0,0	1	62,	0,
chr4	41640264	41640319	novel:chr4_9669	191.0	+	41640264	41640319	0,0,0	1	55,	0,
chr4	42919753	42919810	novel:chr4_9684	73.3	+	42919753	42919810	0,0,0	1	57,	0,
chr4	46495223	46495284	novel:chr4_9768	2715.4	+	46495223	46495284	0,0,0	1	61,	0,
chr4	49157331	49157405	novel:chr4_9791	80.2	+	49157331	49157405	0,0,0	1	74,	0,
chr4	82497390	82497445	novel:chr4_11340	35.6	-	82497390	82497445	0,0,0	1	55,	0,
chr4	87071780	87071841	novel:chr4_11381	759.4	-	87071780	87071841	0,0,0	1	61,	0,
chr4	109985360	109985419	novel:chr4_10152	26.3	+	109985360	109985419	0,0,0	1	59,	0,
chr4	118593170	118593229	novel:chr4_11625	51.6	-	118593170	118593229	0,0,0	1	59,	0,
chr4	121004088	121004168	novel:chr4_11680	1477.5	-	121004088	121004168	0,0,0	1	80,	0,
chr4	121004092	121004172	novel:chr4_10275	1457.2	+	121004092	121004172	0,0,0	1	80,	0,
chr4	127236496	127236562	novel:chr4_10324	80.3	+	127236496	127236562	0,0,0	1	66,	0,
chr4	128448999	128449085	novel:chr4_10340	21.6	+	128448999	128449085	0,0,0	1	86,	0,
chr4	128613666	128613727	novel:chr4_10345	89.8	+	128613666	128613727	0,0,0	1	61,	0,
chr4	132310004	132310065	novel:chr4_10452	69473.8	+	132310004	132310065	0,0,0	1	61,	0,
chr4	134129689	134129750	novel:chr4_10504	837.3	+	134129689	134129750	0,0,0	1	61,	0,
chr4	134396603	134396663	novel:chr4_10508	25.2	+	134396603	134396663	0,0,0	1	60,	0,
chr4	136179772	136179843	novel:chr4_11921	38.4	-	136179772	136179843	0,0,0	1	71,	0,
chr4	136354468	136354528	novel:chr4_10556	52.3	+	136354468	136354528	0,0,0	1	60,	0,
chr4	142251533	142251587	novel:chr4_12026	2576.7	-	142251533	142251587	0,0,0	1	54,	0,
chr4	149343486	149343553	novel:chr4_12110	194.8	-	149343486	149343553	0,0,0	1	67,	0,
chr4	151683134	151683197	novel:chr4_12153	48.1	-	151683134	151683197	0,0,0	1	63,	0,
chr4	156054912	156054972	novel:chr4_10887	521.7	+	156054912	156054972	0,0,0	1	60,	0,
chr5	23710989	23711061	novel:chr5_13806	42666.9	-	23710989	23711061	0,0,0	1	72,	0,
chr5	34000375	34000431	novel:chr5_12526	26.4	+	34000375	34000431	0,0,0	1	56,	0,
chr5	53157648	53157710	novel:chr5_14077	1899.9	-	53157648	53157710	0,0,0	1	62,	0,
chr5	68355444	68355503	novel:chr5_14141	94.9	-	68355444	68355503	0,0,0	1	59,	0,
chr5	77084515	77084577	novel:chr5_14185	316.5	-	77084515	77084577	0,0,0	1	62,	0,
chr5	93183243	93183308	novel:chr5_14264	46.8	-	93183243	93183308	0,0,0	1	65,	0,
chr5	105823381	105823436	novel:chr5_12989	72.8	+	105823381	105823436	0,0,0	1	55,	0,
chr5	115592004	115592066	novel:chr5_13147	168.8	+	115592004	115592066	0,0,0	1	62,	0,
chr5	121685069	121685126	novel:chr5_13242	111.1	+	121685069	121685126	0,0,0	1	57,	0,
chr5	128839818	128839875	novel:chr5_14701	29.3	-	128839818	128839875	0,0,0	1	57,	0,
chr5	139312024	139312084	novel:chr5_14891	277.2	-	139312024	139312084	0,0,0	1	60,	0,
chr5	142187957	142188018	novel:chr5_13546	20.5	+	142187957	142188018	0,0,0	1	61,	0,
chr5	144255584	144255644	novel:chr5_13596	66.3	+	144255584	144255644	0,0,0	1	60,	0,
chr5	147542734	147542794	novel:chr5_13639	79.7	+	147542734	147542794	0,0,0	1	60,	0,
chr6	29022621	29022686	novel:chr6_16426	82.8	-	29022621	29022686	0,0,0	1	65,	0,
chr6	30741312	30741373	novel:chr6_16464	120.3	-	30741312	30741373	0,0,0	1	61,	0,
chr6	36902495	36902551	novel:chr6_16508	111.8	-	36902495	36902551	0,0,0	1	56,	0,
chr6	47045958	47046023	novel:chr6_15419	47.2	+	47045958	47046023	0,0,0	1	65,	0,
chr6	54219121	54219183	novel:chr6_15507	66.7	+	54219121	54219183	0,0,0	1	62,	0,
chr6	54257121	54257186	novel:chr6_15509	421.7	+	54257121	54257186	0,0,0	1	65,	0,
chr6	85709850	85709904	novel:chr6_15727	64.4	+	85709850	85709904	0,0,0	1	54,	0,
chr6	85763773	85763827	novel:chr6_15729	64.4	+	85763773	85763827	0,0,0	1	54,	0,
chr6	85811157	85811211	novel:chr6_15731	64.4	+	85811157	85811211	0,0,0	1	54,	0,
chr6	85835110	85835164	novel:chr6_15733	64.4	+	85835110	85835164	0,0,0	1	54,	0,
chr6	87932794	87932857	novel:chr6_15800	42.0	+	87932794	87932857	0,0,0	1	63,	0,
chr6	88900510	88900573	novel:chr6_16995	65.0	-	88900510	88900573	0,0,0	1	63,	0,
chr6	99184960	99185019	novel:chr6_17080	747.5	-	99184960	99185019	0,0,0	1	59,	0,
chr6	99209424	99209485	novel:chr6_17082	22.5	-	99209424	99209485	0,0,0	1	61,	0,
chr6	104686449	104686514	novel:chr6_15917	67.8	+	104686449	104686514	0,0,0	1	65,	0,
chr6	108065757	108065811	novel:chr6_15930	43.8	+	108065757	108065811	0,0,0	1	54,	0,
chr6	115277751	115277818	novel:chr6_16005	130.9	+	115277751	115277818	0,0,0	1	67,	0,
chr6	125047390	125047481	novel:chr6_16134	40.5	+	125047390	125047481	0,0,0	1	91,	0,
chr7	4122957	4123016	novel:chr7_19337	336.6	-	4122957	4123016	0,0,0	1	59,	0,
chr7	4917965	4918032	novel:chr7_17637	399.3	+	4917965	4918032	0,0,0	1	67,	0,
chr7	6683808	6683869	novel:chr7_19390	39.1	-	6683808	6683869	0,0,0	1	61,	0,
chr7	12976919	12976979	novel:chr7_19444	88.7	-	12976919	12976979	0,0,0	1	60,	0,
chr7	17059472	17059526	novel:chr7_19503	135.4	-	17059472	17059526	0,0,0	1	54,	0,
